unit,vehicle,mot_nrg,geo\time,2012 ,2011 ,2010 ,2009 ,2008 ,2007 ,2006 ,2005 ,2004 ,2003 ,2002 ,2001 ,2000 ,1999 ,1998 ,1997 ,1996 ,1995 ,1994 ,1993 ,1992 ,1991 ,1990 ,1989 ,1987 
NR,CAR,ELC,FI,51 ,30 ,15 ,1 ,5 ,0 ,0 ,: ,0 ,: ,: ,: ,: ,3 ,0 ,0 ,2 ,: ,: ,: ,1 ,2 ,: ,: ,: 
NR,CAR,ELC,FR,5661 ,: ,: ,12 ,4 ,6 ,14 ,: ,460 ,113 ,310 ,407 ,241 ,529 ,505 ,299 ,490 ,132 ,32 ,: ,: ,: ,: ,: ,: 
NR,CAR,ELC,HR,63 ,45 ,23 ,29 ,48 ,41 ,: ,3 ,4 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,ELC,HU,17 ,12 ,13 ,: ,: ,: ,: ,: ,0 ,: ,0 ,0 ,0 ,1 ,: ,0 ,0 ,11 ,13 ,11 ,0 ,: ,: ,: ,: 
NR,CAR,ELC,IE,137 ,68 ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,ELC,IS,: ,: ,: ,: ,: ,: ,: ,: z,0 e,: ,: ,: ,2 ,: ,4 ,: ,0 ,0 ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,ELC,LI,: ,: ,0 ,0 ,0 ,0 ,0 ,: ,0 ,0 ,: ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,ELC,LT,: ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,ELC,LU,: ,: ,: ,0 ,1 ,0 ,0 ,: z,: z,: z,: z,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,ELC,LV,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,ELC,MT,8 ,2 ,3 ,2 ,4 ,: ,: ,: ,: ,: ,5 ,3 ,1 ,: ,10 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,ELC,NO,4259 ,2029 ,406 ,180 ,275 ,100 ,210 ,: ,127 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,ELC,PL,: ,: ,: ,: z,: ,: z,: z,: z,: z,: ,: ,24309 ,16546 ,14554 ,5653 ,5479 ,2632 ,1940 ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,ELC,RO,405 ,270 ,187 ,1 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,ELC,SE,: ,185 ,: ,28 ,1 ,2 ,0 ,1 ,0 ,1 ,2 ,2 ,15 ,15 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,ELC,SI,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,: ,: ,: ,: ,: 
NR,CAR,ELC,TR,186 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,ELC,UK,: ,1204 ,255 ,181 ,220 ,: c,: ,: ,90 ,39 ,62 ,77 ,55 ,: ,41 ,27 ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,AT,274 ,262 ,171 ,270 ,526 ,161 ,54 ,: ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,BE,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,CH,200 n,0 e,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,CY,0 ,0 ,0 ,0 ,: ,0 ,: z,: z,: z,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
NR,CAR,GAS,DE,5215 ,6283 ,4982 ,10062 ,11896 ,11208 ,11555 ,8053 b,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,EE,6 ,5 ,2 ,4 ,0 ,0 ,0 ,: ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,EL,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,FI,18 ,6 ,10 ,22 ,26 ,14 ,3 ,: ,0 ,: ,: ,: ,: ,: ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,FR,155 ,: ,: ,393 ,471 ,475 ,: z,: ,: z,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,HR,10 ,: z,12 ,14 ,4 ,6 ,: ,: ,: z,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,HU,: ,: ,: ,: ,: ,: ,: ,: ,0 ,: ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,IE,0 ,0 ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,IS,: ,: ,: ,: ,: ,: ,: ,: z,0 e,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,IT,53550 ,38282 ,65772 ,127821 ,78801 ,59624 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,LI,: ,: ,2 ,0 ,0 ,0 ,0 ,: ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,LT,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,LU,: ,: ,: ,17 ,0 ,0 ,0 ,6 ,5 ,3 ,1 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,LV,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,MT,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,0 ,0 ,0 ,: ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,PL,: ,: ,: ,: z,: ,: z,: z,: z,: z,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,RO,78 ,46 ,55 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,SE,: ,1126 ,: ,716 ,765 ,664 ,347 ,1262 ,987 ,938 ,918 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,SI,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: 
NR,CAR,GAS,TR,3 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,GAS,UK,: ,: ,: ,: ,: ,: ,: ,: ,52 ,57 ,33 ,63 ,121 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,AT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,14 ,30 ,32 ,9 ,10 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,BE,: ,155 ,249 ,296 ,402 ,368 ,476 ,326 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,CH,0 n,0 e,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,CY,0 ,0 ,0 ,0 ,: ,0 ,: z,: z,: z,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
NR,CAR,LPG,DE,11465 ,4873 ,8154 ,11083 ,14175 ,5419 ,4220 ,1380 b,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,EE,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,EL,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,FI,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,0 ,: ,: ,: ,: ,: ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,FR,1922 ,: ,: ,24821 ,2249 ,2980 ,4346 ,: ,2875 ,3863 ,5029 ,5263 ,6309 ,15218 ,23437 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,HR,101 ,109 ,139 ,721 ,3780 ,1828 ,: ,: ,: z,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,HU,: ,: ,: ,: ,: ,: ,: ,: ,9 ,1 ,1 ,0 ,1 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,IE,0 ,0 ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,IS,: ,: ,: ,: ,: ,: ,: ,: z,0 e,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,IT,127298 ,55553 ,278611 ,333715 ,62069 ,21660 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,LI,: ,: ,0 ,0 ,0 ,0 ,0 ,: ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,LT,: ,3 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,: ,1666 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,LU,: ,: ,: ,0 ,6 ,29 ,33 ,3 ,5 ,2 ,1 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,LV,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,MT,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,0 ,0 ,0 ,: ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,NO,3 ,8 ,3 ,2 ,1 ,4 ,0 ,: ,2 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,PL,58873 ,47654 ,38352 ,35008 ,53125 ,64735 ,57105 ,119927 ,73365 ,4138 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,RO,62 ,28 ,16 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,SE,: ,0 ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,SI,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,278 ,222 ,168 ,296 ,134 ,79 ,31 ,43 ,16 ,22 ,: ,: ,: ,: ,: 
NR,CAR,LPG,TR,11987 ,11559 ,14815 ,11187 ,9428 ,7300 ,7470 ,4733 ,815 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,LPG,UK,: ,: z,144 ,: ,: ,: ,: ,: ,1 ,3 ,0 ,775 ,4539 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,AT,2362 ,1504 ,1410 ,1285 ,1094 ,851 ,492 ,: ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,BE,: ,6170 ,3393 ,793 ,32 ,4 ,1 ,1 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,CH,7500 n,6600 r,5200 ,5500 e,5500 ,6600 ,3100 ,1435 ,400 ,216 ,91 ,114 ,28 ,5 ,50 ,9 ,16 ,8 ,79 ,88 ,127 ,: ,: ,: ,: 
NR,CAR,OTH,CY,0 ,0 ,0 ,0 ,: ,0 ,: z,: z,: z,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
NR,CAR,OTH,DE,21508 ,12721 ,10718 ,8468 ,6504 ,7686 ,5463 ,3876 b,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,EE,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,EL,: ,: ,: ,: ,: ,: ,: ,: ,: ,1 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,FI,1394 ,819 ,3 ,0 ,0 ,2 ,57 ,: ,3 ,1 ,1 ,: ,: ,1 ,0 ,2 ,1 ,: ,1 ,1 ,: ,: ,: ,: ,: 
NR,CAR,OTH,FR,7441 ,: ,: ,3262 ,3168 ,2958 ,249 ,: ,: z,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,HR,: z,: z,: z,: z,: z,: z,: ,: ,: z,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,HU,: ,: ,: ,: ,: ,: ,: ,: ,2 ,19 ,32 ,18 ,15 ,7 ,: ,4 ,3 ,26 ,5 ,2 ,0 ,: ,: ,: ,: 
NR,CAR,OTH,IE,1731 ,2391 ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,0 ,1 ,0 ,1 ,: ,: ,: ,: 
NR,CAR,OTH,IS,: ,: ,: ,: ,: ,: ,: ,: z,2 e,1 ,: ,: ,11 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,IT,534 ,325 ,90 ,121 ,73 ,35 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,LI,: ,: ,32 ,31 ,43 ,40 ,20 ,: ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,LT,: ,255 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,LU,: ,: ,: ,151 ,183 ,150 ,87 ,53 ,14 ,: z,: z,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,LV,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,MT,71 ,241 ,31 ,35 ,108 ,: ,: ,: ,: ,: ,0 ,0 ,0 ,: ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,NO,189 ,32 ,18 ,7 ,16 ,40 ,19 ,: ,2 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,PL,11 ,126 ,44 ,61 ,69 ,60 ,27 ,77 ,: z,11007 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,RO,3 ,19 ,: ,191 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,SE,: ,4 ,: ,2 ,0 ,1 ,1 ,12 ,1 ,2 ,1 ,0 ,0 ,2 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,SI,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: 
NR,CAR,OTH,TR,: ,1 ,2 ,: ,: ,: ,: ,: ,320 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,OTH,UK,: ,23160 ,21898 ,14726 ,15447 ,: c,: c,: ,3350 ,3547 ,2749 ,1845 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,AT,3063 ,2397 ,1693 ,1594 ,1622 ,1012 ,546 ,: ,15 ,30 ,33 ,14 ,13 ,3 ,12 ,18 ,20 ,13 ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,BE,: ,6589 ,3689 ,1089 ,434 ,372 ,477 ,327 ,265 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,CH,8600 n,7100 r,5400 ,5500 e,5500 ,6600 ,3100 ,1448 ,420 ,234 ,166 ,130 ,92 ,76 ,107 ,70 ,106 ,69 ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,CY,177 ,267 ,195 ,206 ,379 ,2 ,: z,: z,: z,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
NR,CAR,TOTAL,DE,41144 ,26031 ,24395 ,29775 ,32611 ,24321 ,21257 ,: ,5889 ,1374 ,3074 ,2671 ,2400 ,682 r,907 ,615 ,577 ,254 ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,EE,518 ,61 ,3 ,4 ,1 ,0 ,0 ,: ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,EL,: ,: ,: ,: ,: ,: ,: ,: ,: ,1 ,0 ,2 ,15 ,15 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,ES,1192 ,534 ,183 ,83 ,37 ,34 ,17 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,FI,1463 ,855 ,28 ,23 ,31 ,16 ,60 ,: ,3 ,1 ,1 ,: ,: ,4 ,0 r,2 ,3 ,: ,1 ,1 ,1 ,2 ,: ,: ,: 
NR,CAR,TOTAL,FR,15179 ,: ,: ,28488 ,5892 ,6419 ,4609 ,: ,3335 ,3976 ,5339 ,5670 ,6550 ,15747 ,23942 ,6855 ,1404 ,388 ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,HR,174 ,154 ,174 ,764 ,3832 ,1875 ,: ,3 ,4 ,: z,: z,: z,: z,: z,: ,: z,: z,: z,: z,: z,: ,: ,: ,: ,: 
NR,CAR,TOTAL,HU,2132 ,1166 ,764 ,: ,: ,: ,: ,: ,11 ,20 ,33 ,18 ,16 ,8 ,9 ,4 ,3 ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,IE,1868 ,2459 ,: ,: ,: ,1848 ,: ,: ,: ,10 ,6 ,3 ,0 ,0 ,0 ,0 ,1 ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,IS,: ,: ,: ,: ,: ,: ,: ,: z,0 e,: ,: ,: ,13 r,: ,4 ,: ,0 ,0 ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,IT,181382 ,94160 ,344473 ,461657 ,140943 ,81319 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,LI,: ,: ,34 ,31 ,43 ,40 ,20 ,: ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,LT,: ,260 ,13 ,2 ,0 ,0 ,0 ,0 ,0 ,: ,1666 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,LU,: ,: ,: ,168 ,190 ,179 ,120 ,62 ,24 ,5 ,2 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,LV,10 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,17 ,3 ,3 ,3 ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,MT,79 ,243 ,34 ,37 ,112 ,: ,: ,: ,: ,: ,5 ,3 ,1 ,: ,10 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,NL,: ,: ,: ,: ,21568 ,10562 ,11562 ,9660 ,: ,: ,: ,1038 ,793 ,921 ,733 ,451 ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,NO,4451 ,2069 ,427 ,189 ,292 ,144 ,229 ,: ,131 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,PL,58884 ,47780 ,38396 ,35069 ,53194 ,64795 ,57132 ,120004 ,96433 ,15145 ,: ,24309 ,16546 ,14554 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,RO,548 ,363 ,258 ,192 ,347 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,SE,: ,1315 ,: ,746 ,766 ,667 ,348 ,1275 ,988 ,941 ,921 ,2 ,16 ,17 ,90 ,207 ,74 ,76 ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,SI,8 ,1 ,5 ,4 ,8 ,8 ,5 ,18 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,TR,12176 ,11560 ,14817 ,11187 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
NR,CAR,TOTAL,UK,: ,24366 ,22302 ,14907 ,15701 ,: c,: c,: ,3493 ,: ,: ,: ,: ,3831 ,3584 ,2507 ,1400 ,1700 ,: ,: ,: ,: ,: ,: ,: 
